timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
20,-98.09,20,0,0,1,12.063,0.0,56.7
72,-97.02,52,0,0,1,9.248,0.0,111.3
135,-99.4,63,0,0,1,4.891,0.0,80.7
171,-100.79,36,0,0,1,4.45,0.0,23.9
235,-100.17,64,0,0,1,4.388,0.0,67.1
281,-100.48,46,0,0,1,3.946,0.0,41.5
301,-99.26,20,0,0,1,8.418,0.0,35.2
341,-100.63,40,0,0,1,3.881,0.0,32.0
379,-98.4,38,0,0,1,8.036,0.0,70.9
478,-99.28,99,0,0,1,5.093,0.0,121.9
546,-101.15,68,0,0,1,3.128,0.0,53.9
570,-96.77,24,0,0,1,14.862,0.0,85.4
612,-100.25,42,0,0,1,4.098,0.0,41.5
676,-98.7,64,0,0,1,5.861,0.0,94.4
727,-99.35,51,0,0,1,6.206,0.0,67.1
761,-99.77,34,0,0,1,5.102,0.0,41.5
824,-97.85,63,0,0,1,7.472,0.0,108.1
847,-99.41,23,0,0,1,7.338,0.0,35.6
877,-96.41,30,0,0,1,14.389,0.0333,108.1
931,-100.31,54,0,0,1,3.924,0.0,53.9
973,-100.21,42,0,0,1,4.394,0.0,42.2
1024,-101.08,51,0,0,1,3.423,0.0,35.8
1061,-97.08,37,0,0,1,10.261,0.0,94.4
1186,-98.2,125,0,0,1,5.71,0.0,170.2
1218,-98.92,32,0,0,1,7.184,0.0,55.0
1245,-99.89,27,0,0,1,5.733,0.0,31.2
1270,-99.76,25,0,0,1,6.209,0.0,31.3
1288,-100.05,18,0,0,1,8.684,0.0,17.2
1320,-98.28,32,0,0,1,8.047,0.0,67.1
1333,-99.83,13,0,0,1,11.447,0.0,15.7
1377,-99.0,44,0,0,1,5.873,0.0,67.1
1398,-96.82,21,0,0,1,16.93,0.0,80.8
1414,-99.71,16,0,0,1,9.405,0.0,21.6
1463,-93.23,49,0,0,1,14.618,0.0,178.2
1480,-98.74,17,0,0,1,10.628,0.0,41.5
1505,-99.16,25,0,0,1,7.43,0.0,42.7
1540,-100.4,35,0,0,1,4.348,0.0,30.6
1557,-99.03,17,0,0,1,10.559,0.0,35.9
1627,-100.93,70,0,0,1,3.583,0.0,59.8
1650,-99.58,23,0,0,1,6.838,0.0,32.5
1671,-98.03,21,0,0,1,11.805,0.0,59.2
1700,-98.08,29,0,0,1,9.498,0.0,67.1
1862,-89.42,162,0,0,1,9.43,0.0,372.1
1884,-99.9,22,0,0,1,7.182,0.0,24.9
1927,-98.18,43,0,0,1,7.559,0.0,80.7
2072,-95.39,145,0,0,1,7.963,0.0276,280.5
2113,-97.32,41,0,0,1,9.15,0.0,94.4
2147,-102.19,34,0,0,1,5.587,0.1471,42.7
2219,-96.81,72,0,0,1,7.789,0.0,137.7
2244,-99.23,25,0,0,1,7.081,0.0,41.5
2261,-98.1,17,0,0,1,12.023,0.0,53.9
2340,-100.34,79,0,0,1,4.195,0.0,80.7
2370,-100.08,30,0,0,1,5.087,0.0,30.9
2392,-97.45,22,0,0,1,13.444,0.0,70.8
2433,-98.78,41,0,0,1,6.839,0.0,67.3
2516,-99.1,83,0,0,1,5.079,0.0,108.1
2527,-98.27,11,0,0,1,17.335,0.0,43.6
2552,-98.34,25,0,0,1,9.804,0.0,57.7
2577,-99.79,25,0,0,1,6.042,0.0,30.8
2613,-100.35,36,0,0,1,4.422,0.0,32.8
2637,-99.61,24,0,0,1,6.926,0.0,33.0
2660,-100.06,23,0,0,1,6.334,0.0,23.2
2717,-100.49,57,0,0,1,3.698,0.0,53.9
2764,-100.88,47,0,0,1,3.508,0.0,35.0
2817,-97.12,53,0,0,1,8.951,0.0,110.7
2856,-98.67,39,0,0,1,7.17,0.0,67.1
2907,-99.42,51,0,0,1,4.943,0.0,67.1
2945,-98.64,38,0,0,1,6.72,0.0,67.1
2982,-99.3,37,0,0,1,5.532,0.0,53.9
3017,-99.18,35,0,0,1,5.885,0.0,53.9
3048,-98.22,31,0,0,1,8.232,0.0,67.1
3173,-98.53,125,0,0,1,5.624,0.0,163.8
3190,-100.19,17,0,0,1,8.063,0.0,13.5
3328,-99.84,138,0,0,1,4.694,0.0,154.5
3345,-97.38,17,0,0,1,14.91,0.0,67.1
3373,-98.02,28,0,0,1,9.816,0.0,67.1
3417,-98.74,44,0,0,1,6.749,0.0,71.3
3501,-100.56,84,0,0,1,4.059,0.0,82.0
3568,-100.83,67,0,0,1,3.609,0.0,58.4
3600,-99.93,32,0,0,1,5.386,0.0,35.9
3674,-102.66,74,0,0,1,2.138,0.0,32.0
3751,-100.09,77,0,0,1,4.452,0.0,82.9
3786,-100.36,35,0,0,1,4.529,0.0,31.4
3848,-100.8,62,0,0,1,3.278,0.0,53.9
3919,-93.56,71,0,0,1,11.791,0.0,195.4
3937,-98.51,18,0,0,1,11.147,0.0,47.0
3964,-97.24,27,0,0,1,11.357,0.0,80.7
4004,-99.46,40,0,0,1,5.471,0.0,53.9
4024,-98.94,20,0,0,1,8.502,0.0,41.5
4108,-98.29,84,0,0,1,6.245,0.0,123.3
4165,-98.17,57,0,0,1,7.268,0.0,95.9
4222,-98.12,57,0,0,1,7.597,0.0,96.4
4241,-98.87,19,0,0,1,9.116,0.0,41.5
4280,-99.4,39,0,0,1,5.649,0.0,53.9
4365,-102.52,85,0,0,1,2.348,0.0,47.1
4395,-98.16,30,0,0,1,8.461,0.0,67.1
4411,-99.23,16,0,0,1,10.537,0.0,30.8
4455,-100.68,44,0,0,1,3.786,0.0,35.4
4516,-101.88,61,0,0,1,2.541,0.0,32.1
4571,-100.37,55,0,0,1,3.795,0.0,53.9
4597,-99.67,26,0,0,1,6.356,0.0,34.2
4724,-93.11,127,0,0,1,8.708,0.0,265.6
4789,-100.25,65,0,0,1,4.016,0.0,67.1
4877,-95.6,88,0,0,1,7.93,0.0,178.2
4954,-97.76,77,0,0,1,6.62,0.0,125.9
4974,-99.5,20,0,0,1,7.418,0.0,30.6
5048,-100.06,74,0,0,1,4.187,0.0,80.7
5074,-99.29,26,0,0,1,6.932,0.0,41.5
5170,-100.62,96,0,0,1,3.938,0.0,94.4
5226,-98.07,56,0,0,1,7.192,0.0,96.9
5329,-98.79,103,0,0,1,5.258,0.0,135.8
5347,-98.15,18,0,0,1,11.715,0.0,53.9
5421,-102.16,74,0,0,1,2.446,0.0,41.5
5460,-99.17,39,0,0,1,6.147,0.0,58.1
5490,-99.88,30,0,0,1,5.486,0.0,34.8
5505,-99.66,15,0,0,1,9.904,0.0,21.6
5528,-99.1,23,0,0,1,7.846,0.0,41.6
5576,-99.12,48,0,0,1,6.061,0.0,68.7
5596,-98.93,20,0,0,1,8.852,0.0,41.5
5622,-99.05,26,0,0,1,7.63,0.0,45.8
5717,-102.06,95,0,0,1,2.655,0.0,67.1
5771,-99.58,54,0,0,1,5.063,0.0,67.1
5824,-99.3,53,0,0,1,6.494,0.0,69.9
5874,-98.25,50,0,0,1,7.357,0.0,86.9
5911,-100.86,37,0,0,1,4.061,0.0,24.0
5949,-100.89,38,0,0,1,3.852,0.0,24.5
6024,-96.14,75,0,0,1,8.348,0.0,153.3
6074,-101.16,50,0,0,1,3.393,0.0,33.1
6176,-101.36,102,0,0,1,3.554,0.0,87.1
6233,-100.49,57,0,0,1,3.706,0.0,53.9
6270,-100.76,37,0,0,1,4.069,0.0,25.9
6287,-98.63,17,0,0,1,11.307,0.0,43.6
6412,-95.82,125,0,0,1,7.18,0.0,213.6
6537,-96.65,125,0,0,1,6.911,0.008,207.7
6573,-99.89,36,0,0,1,4.944,0.0,41.5
6631,-97.29,58,0,0,1,8.247,0.0,113.1
6683,-100.86,52,0,0,1,3.259,0.0,41.5
6720,-98.57,37,0,0,1,7.042,0.0,67.1
6800,-97.15,80,0,0,1,7.439,0.0,139.8
6817,-98.67,17,0,0,1,10.882,0.0,43.0
6856,-98.7,39,0,0,1,6.588,0.0,67.1
6883,-97.81,27,0,0,1,10.721,0.0,69.8
6910,-98.69,27,0,0,1,7.723,0.0,53.9
6929,-99.72,19,0,0,1,8.068,0.0,25.0
6969,-101.17,40,0,0,1,3.632,0.0,21.5
7010,-100.19,41,0,0,1,4.341,0.0,41.5
7023,-99.01,13,0,0,1,12.553,0.0,31.7
