timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
48,-96.94,48,0,0,1,9.913,0.0,108.1
76,-99.29,28,0,0,1,6.847,0.0,43.5
105,-99.91,29,0,0,1,5.485,0.0,33.1
134,-98.09,29,0,0,1,9.084,0.0,67.1
187,-101.21,53,0,0,1,3.16,0.0,35.7
227,-99.83,40,0,0,1,5.097,0.0,46.9
250,-99.68,23,0,0,1,6.677,0.0,30.6
295,-99.63,45,0,0,1,5.279,0.0,56.2
353,-100.08,58,0,0,1,5.707,0.0345,80.7
443,-93.96,90,0,0,1,9.577,0.0,209.6
529,-100.53,86,0,0,1,4.78,0.0,83.4
598,-99.14,69,0,0,1,6.697,0.029,109.6
640,-100.76,42,0,0,1,3.718,0.0,31.8
685,-100.96,45,0,0,1,3.542,0.0,31.3
728,-100.76,43,0,0,1,3.771,0.0,32.9
760,-97.38,32,0,0,1,10.784,0.0,83.2
876,-99.21,116,0,0,1,5.151,0.0,141.7
969,-96.64,93,0,0,1,7.218,0.0,163.8
994,-98.95,25,0,0,1,8.079,0.0,46.5
1059,-99.4,65,0,0,1,5.447,0.0,82.0
1103,-101.24,44,0,0,1,3.369,0.0,24.7
1140,-95.43,37,0,0,1,14.01,0.0,124.2
1186,-100.85,46,0,0,1,3.582,0.0,34.5
1212,-99.29,26,0,0,1,6.808,0.0,41.5
1259,-99.18,47,0,0,1,5.394,0.0,67.1
1316,-99.64,57,0,0,1,5.726,0.0,68.4
1338,-99.06,22,0,0,1,7.748,0.0,41.5
1373,-99.83,35,0,0,1,4.938,0.0,41.5
1525,-97.5,152,0,0,1,5.938,0.0066,222.3
1574,-100.67,49,0,0,1,3.51,0.0,41.5
1669,-100.92,95,0,0,1,3.822,0.0,87.4
1696,-98.6,27,0,0,1,8.618,0.0,55.1
1743,-100.53,47,0,0,1,3.863,0.0,41.7
1778,-99.15,35,0,0,1,6.667,0.0,53.9
1864,-97.57,86,0,0,1,6.846,0.0,138.6
1976,-100.78,112,0,0,1,4.098,0.0,108.6
2023,-99.89,47,0,0,1,4.499,0.0,53.9
2100,-100.22,77,0,0,1,4.26,0.0,80.7
2144,-96.75,44,0,0,1,9.953,0.0,108.1
2180,-100.45,36,0,0,1,4.294,0.0,30.8
2215,-100.16,35,0,0,1,4.907,0.0,35.1
2243,-99.41,28,0,0,1,6.133,0.0,41.5
2265,-98.82,22,0,0,1,9.034,0.0,45.7
2278,-99.07,13,0,0,1,12.32,0.0,30.6
2305,-100.29,27,0,0,1,5.511,0.0,23.3
2398,-100.18,93,0,0,1,4.403,0.0,99.0
2435,-99.3,37,0,0,1,5.492,0.0,53.9
2484,-97.46,49,0,0,1,8.746,0.0,100.0
2501,-99.62,17,0,0,1,9.165,0.0,24.5
2514,-99.39,13,0,0,1,11.802,0.0,24.4
2576,-100.8,62,0,0,1,3.311,0.0,53.9
2601,-99.79,25,0,0,1,6.326,0.0,30.6
2649,-98.93,48,0,0,1,6.235,0.0,72.3
2722,-99.62,73,0,0,1,4.951,0.0,87.1
2785,-100.81,63,0,0,1,3.583,0.0,54.3
2816,-98.92,31,0,0,1,7.246,0.0,53.9
2980,-96.77,164,0,0,1,8.736,0.061,329.6
3011,-98.21,31,0,0,1,8.565,0.0,67.1
3030,-98.61,19,0,0,1,10.404,0.0,46.2
3045,-99.19,15,0,0,1,10.799,0.0,30.6
3073,-99.95,28,0,0,1,5.498,0.0,31.2
3102,-98.06,29,0,0,1,9.62,0.0,67.3
3121,-99.36,19,0,0,1,8.509,0.0,32.0
3182,-96.06,61,0,0,1,9.513,0.0,139.0
3294,-98.56,112,0,0,1,5.429,0.0,149.7
3362,-100.26,68,0,0,1,4.279,0.0,70.0
3450,-100.6,88,0,0,1,4.194,0.0,85.5
3466,-99.25,16,0,0,1,10.11,0.0,30.6
3492,-98.52,26,0,0,1,8.918,0.0,55.6
3557,-90.16,65,0,0,1,16.541,0.0,251.0
3584,-99.07,27,0,0,1,7.43,0.0,46.5
3645,-101.3,61,0,0,1,3.035,0.0,43.1
3683,-98.63,38,0,0,1,6.869,0.0,67.1
